Accession	Description	CTRL-IFN	CTRL-VIRUS	CTRL-IFN_VIRUS	IFN-VIRUS	IFN-IFN_VIRUS	VIRUS-IFN_VIRUS
P60903	Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	0.25132194	0.364974365	0.713216602	0.29582744	0.566808141	0.36341062
Q16698	"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1"	0.123887026	0.437116741	0.647689539	0.29582744	0.59726326	0.36341062
O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	-0.237178566	0.635508276	0.54284624	0.412532121	0.795221533	0.344166565
Q9Y6A4	Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1	0.42123516	-0.554840929	-0.269689335	-0.921235667	-0.529576145	0.36341062
O95758	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	0.25132194	-0.103951079	0.267632577	-0.237679675	0.170891593	0.36341062
A0A0A6YYA0	Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1	0.378756855	0.094440455	0.254527165	-0.287695967	0.170891593	0.36341062
O43837	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2"	-0.046026194	-0.085915485	0.136578452	-0.070958702	0.201346712	0.36341062
Q14CZ7	"FAST kinase domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD3 PE=1 SV=2"	-0.279656871	-0.284307019	0.17589469	0.195794856	0.551580581	0.36341062
Q15582	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	0.293800245	0.509259117	0.726322014	0.29582744	0.627718379	0.36341062
Q5RI15	"Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Homo sapiens OX=9606 GN=COX20 PE=1 SV=2"	0.378756855	0.779793028	1.001535677	0.22913905	0.840904212	0.36341062
Q8TEP8	Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3	0.060169568	1.681572728	1.237433102	1.262809086	1.312958557	0.36341062
O14950	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	-0.152221956	-0.626983305	-0.322110985	-0.554449525	-0.331617871	0.36341062
E9PKU7	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1	0.208843636	0.328903177	0.516635415	-0.004270312	0.018615998	0.36341062
P48723	Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1	0.315039398	0.455152335	0.569057065	0.262483245	0.429760105	0.36341062
Q96PU8	Protein quaking OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1	-0.046026194	-1.059837561	-0.34832181	-1.171317127	-0.742761978	0.36341062
F5GY05	Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Homo sapiens OX=9606 GN=FAM120B PE=1 SV=1	0.442474313	-0.572876523	-0.020686498	-1.121300835	-0.636169062	0.36341062
Q2PPJ7	Ral GTPase-activating protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=RALGAPA2 PE=1 SV=2	-0.300896023	-0.807339245	0.031735152	-0.971251959	-0.544803705	0.36341062
A0A0D9SGG1	Lymphocyte cytosolic protein 2 OS=Homo sapiens OX=9606 GN=LCP2 PE=1 SV=1	0.59114838	0.148547237	0.359370465	-0.354384357	-0.011839121	0.36341062
Q9UJ83	2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens OX=9606 GN=HACL1 PE=1 SV=2	-0.109743651	-0.608947711	0.084156802	-0.221007578	0.201346712	0.36341062
P15121	Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3	0.846018209	0.978184562	0.804954489	0.279155343	0.5820357	0.36341062
Q9NQT8	Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2	-0.237178566	0.689615058	0.529740827	0.779318263	0.856131772	0.36341062
Q99856	AT-rich interactive domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ARID3A PE=1 SV=2	0.761061599	0.094440455	0.346265052	-0.471089038	-0.011839121	0.36341062
Q9UIV1	CCR4-NOT transcription complex subunit 7 OS=Homo sapiens OX=9606 GN=CNOT7 PE=1 SV=3	1.504431935	0.401045553	0.582162477	-0.337712259	0.003388438	0.36341062
P61160	Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	0.123887026	-0.284307019	0.110367627	-0.254351773	0.094753795	0.36341062
Q12907	Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1	0.527430922	0.256760801	0.320054227	-0.037614507	0.186119152	0.36341062
Q01813	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2"	0.42123516	0.148547237	0.424897527	-0.104302897	0.186119152	0.36341062
Q9UDW1	Cytochrome b-c1 complex subunit 9 OS=Homo sapiens OX=9606 GN=UQCR10 PE=1 SV=3	-0.109743651	-0.410556177	0.241421752	-0.154319189	0.307939629	0.36341062
P53985	Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3	0.208843636	1.068362532	1.145695214	0.79599036	0.947497129	0.36341062
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	-0.088504499	1.068362532	1.067062739	0.729301971	1.145455402	0.36341062
Q9BQ48	"39S ribosomal protein L34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL34 PE=1 SV=1"	0.612387532	1.843893074	1.460225114	1.096088113	1.206365641	0.36341062
Q70CQ2	Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=2	0.761061599	-0.302342613	0.044840565	-0.83787518	-0.575258824	0.36341062
A0A1W2PPP3	Rotatin (Fragment) OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1	0.846018209	-0.212164643	0.17589469	-0.904563569	-0.36207299	0.36341062
P16152	Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3	0.25132194	-0.320378207	0.084156802	-0.571121622	-0.285935193	0.36341062
Q96L92	Sorting nexin-27 OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=2	-0.003547889	-0.067879891	-0.020686498	-0.104302897	0.109981355	0.36341062
P63104	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	0.123887026	0.058369267	0.33315964	-0.104302897	0.170891593	0.36341062
A0A0G2JPP5	Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1	-0.046026194	1.681572728	1.224327689	1.412857962	1.434779033	0.36341062
Q96S59	Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1	0.888496514	-0.248235831	-0.125529798	-0.454416941	-0.438210788	0.36341062
Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	0.612387532	-0.392520583	0.097262215	-0.83787518	-0.255480074	0.36341062
P13010	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	0.399996008	-0.248235831	0.097262215	-0.454416941	-0.240252514	0.36341062
Q5SGD2	Protein phosphatase 1L OS=Homo sapiens OX=9606 GN=PPM1L PE=1 SV=1	0.739822447	0.419081147	0.516635415	-0.387728551	-0.118432038	0.36341062
Q96QK1	Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2	0.548670075	-0.103951079	0.22831634	-0.454416941	-0.087976919	0.36341062
O14734	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	0.25132194	0.040333673	0.202105515	-0.187663383	0.094753795	0.36341062
Q13636	Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1	0.25132194	0.184618425	0.359370465	-0.037614507	0.216574272	0.36341062
Q96EL2	"28S ribosomal protein S24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS24 PE=1 SV=1"	0.761061599	0.383009959	0.49042459	0.012401785	0.231801831	0.36341062
Q8N4Q0	Prostaglandin reductase 3 OS=Homo sapiens OX=9606 GN=ZADH2 PE=1 SV=1	0.208843636	0.274796395	0.477319177	-0.27102387	0.247029391	0.36341062
P11279	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3	-0.385852633	-0.176093455	-0.020686498	0.245811148	0.323167188	0.36341062
H0Y3Z8	Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1	-0.470809243	0.346938771	0.398686702	0.779318263	0.886586891	0.36341062
Q69YU5	Uncharacterized protein C12orf73 OS=Homo sapiens OX=9606 GN=C12orf73 PE=3 SV=2	0.888496514	1.627465946	1.565068414	0.79599036	1.252048319	0.36341062
Q8IX19	Mast cell-expressed membrane protein 1 OS=Homo sapiens OX=9606 GN=MCEMP1 PE=1 SV=1	0.166365331	-1.168051125	-0.387638047	-1.788184729	-1.108223407	0.36341062
B8ZZW5	Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1	0.697344142	0.707650652	0.49042459	-0.821203083	-0.164114717	0.36341062
Q9BYN8	"28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1"	0.145126178	-0.103951079	0.254527165	-0.221007578	0.079526236	0.36341062
Q6NVY1	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2"	0.50619177	0.310867583	0.411792115	-0.087630799	0.216574272	0.36341062
Q9Y3F4	Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1	-0.024787041	-0.554840929	0.097262215	0.029073882	0.247029391	0.36341062
Q7Z7F7	"39S ribosomal protein L55, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL55 PE=1 SV=1"	0.038930416	0.022298079	0.320054227	0.062418077	0.353622307	0.36341062
P17152	"Transmembrane protein 11, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM11 PE=1 SV=1"	0.230082788	0.383009959	0.529740827	0.312499537	0.521125462	0.36341062
P55899	IgG receptor FcRn large subunit p51 OS=Homo sapiens OX=9606 GN=FCGRT PE=1 SV=1	0.378756855	0.74372184	0.988430264	0.879350847	1.160682962	0.36341062
P09622	"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2"	-0.130982804	-0.320378207	-0.046897323	-0.321040162	0.064298676	0.382654675
Q9UHN1	"DNA polymerase subunit gamma-2, mitochondrial OS=Homo sapiens OX=9606 GN=POLG2 PE=1 SV=1"	-0.853113987	-1.186086719	-1.173962797	-0.154319189	0.079526236	0.382654675
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	0.208843636	0.094440455	0.293843402	-0.02094241	0.216574272	0.382654675
F6Y2X3	Tafazzin family protein OS=Homo sapiens OX=9606 GN=TAZ PE=1 SV=1	0.166365331	-0.302342613	0.608373302	-0.371056454	0.26225695	0.382654675
Q99698	Lysosomal-trafficking regulator OS=Homo sapiens OX=9606 GN=LYST PE=1 SV=3	0.166365331	0.022298079	0.149683865	-0.120974994	0.292712069	0.382654675
Q658Y4	Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3	0.25132194	0.328903177	0.293843402	-0.054286604	0.307939629	0.382654675
K7EKE6	"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1"	0.145126178	0.004262485	0.33315964	-0.02094241	0.323167188	0.36341062
Q9NRG7	Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3	0.315039398	0.419081147	0.660794952	0.029073882	0.323167188	0.382654675
A0A3B3ISS6	Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=1	0.33627855	0.004262485	0.555951652	0.212466953	0.353622307	0.382654675
Q969Z3	Mitochondrial amidoxime reducing component 2 OS=Homo sapiens OX=9606 GN=MARC2 PE=1 SV=1	0.123887026	0.148547237	0.713216602	0.062418077	0.399304986	0.382654675
Q9BR76	Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1	0.548670075	0.437116741	0.516635415	-0.037614507	0.475442783	0.382654675
P21796	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2	0.230082788	0.437116741	0.595267889	0.245811148	0.536353022	0.382654675
O43819	"Protein SCO2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO2 PE=1 SV=3"	-0.237178566	-0.085915485	0.33315964	0.245811148	0.59726326	0.382654675
Q96AH8	Ras-related protein Rab-7b OS=Homo sapiens OX=9606 GN=RAB7B PE=2 SV=1	0.59114838	1.086398126	1.145695214	0.145778564	0.734311295	0.36341062
C9J3F6	TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1	-0.513287548	0.058369267	0.189000102	0.195794856	0.460215224	0.382654675
Q96S52	GPI transamidase component PIG-S OS=Homo sapiens OX=9606 GN=PIGS PE=1 SV=3	0.060169568	0.202654019	0.424897527	0.195794856	0.475442783	0.382654675
Q13405	"39S ribosomal protein L49, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1"	-0.61948331	-0.158057861	0.202105515	0.329171635	0.566808141	0.382654675
O76031	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2"	-0.067265346	0.256760801	0.49042459	0.362515829	0.642945938	0.382654675
Q02127	"Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3"	0.145126178	0.851935404	0.870481552	0.695957776	0.962724688	0.382654675
Q8ND04	Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1	-1.192940426	0.74372184	1.053957327	3.363493352	3.962553914	0.382654675
Q9NZC9	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 OS=Homo sapiens OX=9606 GN=SMARCAL1 PE=1 SV=1	1.207083801	0.599437088	0.451108352	-0.787858888	-0.438210788	0.382654675
H3BRE0	F-box only protein 22 OS=Homo sapiens OX=9606 GN=FBXO22 PE=1 SV=1	0.25132194	-0.320378207	-0.020686498	-0.404400649	-0.087976919	0.382654675
Q9Y530	ADP-ribose glycohydrolase OARD1 OS=Homo sapiens OX=9606 GN=OARD1 PE=1 SV=2	0.50619177	0.058369267	0.306948815	-0.371056454	0.018615998	0.382654675
Q9H5K3	Protein O-mannose kinase OS=Homo sapiens OX=9606 GN=POMK PE=1 SV=1	-0.407091785	-0.392520583	-0.08621356	-0.170991286	0.109981355	0.382654675
Q9Y697	"Cysteine desulfurase, mitochondrial OS=Homo sapiens OX=9606 GN=NFS1 PE=1 SV=3"	-0.046026194	-0.446627365	0.136578452	-0.287695967	0.140436474	0.382654675
B4DJV5	Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1	0.782300752	-2.26822236	-0.71527336	-2.805182667	-1.153906086	0.382654675
P03886	NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens OX=9606 GN=MT-ND1 PE=1 SV=1	0.654865837	-0.554840929	-0.256583923	-1.121300835	-1.01685805	0.382654675
W5RWE6	PX domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=PXK PE=1 SV=1	0.145126178	-0.536805335	0.057945977	-0.571121622	-0.072749359	0.382654675
Q8TBP6	Solute carrier family 25 member 40 OS=Homo sapiens OX=9606 GN=SLC25A40 PE=1 SV=1	0.102647873	-0.121986673	0.12347304	-0.137647091	0.170891593	0.382654675
P31939	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3	0.612387532	0.401045553	0.660794952	-0.137647091	0.26225695	0.382654675
P25705	"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"	0.463713465	0.599437088	0.687005777	0.195794856	0.475442783	0.382654675
Q68CQ7	Glycosyltransferase 8 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GLT8D1 PE=1 SV=2	-0.109743651	0.328903177	0.726322014	0.345843732	0.627718379	0.382654675
G3V0I5	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1"	0.017691264	0.509259117	0.621478714	0.362515829	0.642945938	0.382654675
Q9BYJ9	YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1	0.017691264	-0.951623997	-0.82011666	-1.037940348	-1.64118799	0.382654675
Q8WVC6	Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1	1.100888038	0.130511643	0.49042459	-0.921235667	-0.529576145	0.382654675
P27695	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2	0.867257361	0.004262485	0.254527165	-0.771186791	-0.270707633	0.382654675
Q9H3P7	Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4	0.293800245	-0.031808703	0.38558129	-0.187663383	0.201346712	0.382654675
P41240	Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	0.50619177	0.238725207	0.54284624	-0.087630799	0.27748451	0.382654675
Q12979	Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=2 SV=2	-0.258417718	-0.140022267	0.22831634	0.062418077	0.368849867	0.382654675
Q8IXM3	"39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1"	0.017691264	0.599437088	0.647689539	0.445876316	0.658173498	0.382654675
A0A0D9SFJ1	"Coenzyme Q6 homolog, monooxygenase (Yeast), isoform CRA_a OS=Homo sapiens OX=9606 GN=COQ6 PE=1 SV=1"	-0.300896023	0.256760801	0.569057065	0.512564705	0.734311295	0.382654675
Q14746	Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1	-0.428330938	-0.067879891	0.215210927	0.195794856	0.779993974	0.382654675
O60784	Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2	0.42123516	1.519252382	1.040851914	1.246136989	1.115000283	0.382654675
Q9Y605	MORF4 family-associated protein 1 OS=Homo sapiens OX=9606 GN=MRFAP1 PE=1 SV=1	-0.130982804	0.238725207	0.38558129	0.329171635	1.191138081	0.382654675
O14787	Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3	0.484952617	-0.212164643	0.215210927	-0.371056454	-0.133659598	0.382654675
P34897	"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3"	0.208843636	0.184618425	0.424897527	-0.004270312	0.307939629	0.382654675
Q9Y399	"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1"	0.25132194	0.383009959	0.49042459	0.345843732	0.673401057	0.382654675
B1ALD0	AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP4B1 PE=1 SV=1	-0.831874834	0.166582831	0.215210927	0.145778564	0.734311295	0.382654675
P11234	Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1	-0.215939413	0.635508276	0.38558129	0.745974068	0.840904212	0.382654675
O60870	DNA/RNA-binding protein KIN17 OS=Homo sapiens OX=9606 GN=KIN PE=1 SV=2	1.122127191	-2.412507112	-1.475387284	-1.571447463	-1.534595074	0.382654675
Q9Y616	Interleukin-1 receptor-associated kinase 3 OS=Homo sapiens OX=9606 GN=IRAK3 PE=1 SV=2	0.952213971	-0.140022267	0.110367627	-0.921235667	-0.453438348	0.382654675
Q13107	Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens OX=9606 GN=USP4 PE=1 SV=3	0.654865837	0.274796395	0.254527165	-0.204335481	0.109981355	0.382654675
Q9Y619	Mitochondrial ornithine transporter 1 OS=Homo sapiens OX=9606 GN=SLC25A15 PE=1 SV=1	0.187604483	-0.194129049	0.451108352	-0.254351773	0.27748451	0.382654675
A0A2R8Y5P7	"Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1"	0.378756855	0.256760801	0.503530002	0.012401785	0.384077426	0.382654675
Q6L8Q7	"2',5'-phosphodiesterase 12 OS=Homo sapiens OX=9606 GN=PDE12 PE=1 SV=2"	-0.385852633	-0.176093455	0.149683865	0.29582744	0.490670343	0.382654675
P51828	Adenylate cyclase type 7 OS=Homo sapiens OX=9606 GN=ADCY7 PE=1 SV=1	0.208843636	1.393003224	1.145695214	0.979383431	0.658173498	0.382654675
G5E9G4	"Tetratricopeptide repeat domain 7A, isoform CRA_a OS=Homo sapiens OX=9606 GN=TTC7A PE=1 SV=1"	0.315039398	1.320860848	0.713216602	1.279481184	1.708875105	0.382654675
Q9NXU5	ADP-ribosylation factor-like protein 15 OS=Homo sapiens OX=9606 GN=ARL15 PE=1 SV=1	-0.300896023	1.861928668	1.997547026	1.829660396	2.241839688	0.382654675
P32019	"Type II inositol 1,4,5-trisphosphate 5-phosphatase OS=Homo sapiens OX=9606 GN=INPP5B PE=1 SV=4"	-0.067265346	-0.554840929	-0.099318973	-0.354384357	-0.027066681	0.382654675
Q92918	Mitogen-activated protein kinase kinase kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP4K1 PE=1 SV=1	0.208843636	-0.121986673	0.084156802	-0.404400649	0.003388438	0.382654675
Q14554	Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1	-0.61948331	0.184618425	0.215210927	0.379187927	0.186119152	0.382654675
Q93100	Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens OX=9606 GN=PHKB PE=1 SV=3	0.739822447	0.473187929	0.569057065	-0.087630799	0.201346712	0.382654675
E9PE17	"28S ribosomal protein S17, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1"	0.272561093	0.004262485	0.372475877	-0.054286604	0.247029391	0.382654675
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3	0.038930416	0.292831989	0.464213765	0.279155343	0.460215224	0.382654675
Q9UH65	Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1	-1.596484323	-3.206073249	-1.960287547	-0.404400649	-0.316390312	0.40189873
Q9H8V3	Protein ECT2 OS=Homo sapiens OX=9606 GN=ECT2 PE=1 SV=4	0.378756855	-0.320378207	0.084156802	-0.621137914	-0.133659598	0.40189873
P35520	Cystathionine beta-synthase OS=Homo sapiens OX=9606 GN=CBS PE=1 SV=2	0.272561093	0.112476049	0.398686702	-0.221007578	0.27748451	0.40189873
Q9HA77	"Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1"	0.166365331	0.256760801	0.503530002	0.212466953	0.460215224	0.40189873
Q15052	Rho guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=ARHGEF6 PE=1 SV=2	-0.067265346	0.094440455	0.529740827	0.179122758	0.536353022	0.40189873
O75874	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	-0.024787041	0.419081147	0.49042459	0.312499537	0.779993974	0.40189873
Q7Z3C6	Autophagy-related protein 9A OS=Homo sapiens OX=9606 GN=ATG9A PE=1 SV=3	0.230082788	0.599437088	0.608373302	0.345843732	0.977952248	0.40189873
Q15048	Leucine-rich repeat-containing protein 14 OS=Homo sapiens OX=9606 GN=LRRC14 PE=1 SV=1	1.355757868	0.797828622	0.726322014	-0.437744844	-0.148887157	0.40189873
Q9NRM0	"Solute carrier family 2, facilitated glucose transporter member 9 OS=Homo sapiens OX=9606 GN=SLC2A9 PE=1 SV=2"	0.973453124	0.310867583	0.49042459	-0.437744844	-0.133659598	0.40189873
Q9UNI6	Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1	0.25132194	-0.230200237	0.12347304	-0.204335481	0.094753795	0.40189873
O15211	Ral guanine nucleotide dissociation stimulator-like 2 OS=Homo sapiens OX=9606 GN=RGL2 PE=1 SV=1	1.015931429	0.707650652	0.726322014	0.029073882	0.201346712	0.40189873
P10809	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"	0.272561093	0.058369267	0.22831634	-0.137647091	0.216574272	0.40189873
G3V5T0	Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1	0.484952617	0.220689613	0.22831634	0.029073882	0.292712069	0.40189873
J3KS15	"Peptidyl-tRNA hydrolase ICT1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL58 PE=1 SV=1"	-0.109743651	0.274796395	0.359370465	0.245811148	0.551580581	0.40189873
P13796	Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6	-0.130982804	0.220689613	0.346265052	0.412532121	0.566808141	0.40189873
