Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
P48723	Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1	4078253.213	3231945.557	3224432.031	3410509.599	3516099.124	3994399.758	3556790.137	2768404.057	2329684.95	2249004.582	2784922.714	2901406.428
Q96PU8	Protein quaking OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1	9392668.083	9607987.286	6271295.123	10018742.57	10232052.23	8258768.759	13762670.35	16534184.42	11904801.57	13644203.8	12974921.6	9590686.777
F5GY05	Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Homo sapiens OX=9606 GN=FAM120B PE=1 SV=1	1539966.595	1518898.422	1578229.037	734597.082	1259817.676	1444831.798	1520933.381	1863367.075	1450606.777	1255069.068	1718612.09	2261289.534
Q2PPJ7	Ral GTPase-activating protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=RALGAPA2 PE=1 SV=2	332412.93	241799.8236	363118.095	333958.4594	316682.7405	267054.1898	435462.4563	619902.67	400558.5442	474446.0857	395630.9831	330062.5287
A0A0D9SGG1	Lymphocyte cytosolic protein 2 OS=Homo sapiens OX=9606 GN=LCP2 PE=1 SV=1	6921414.561	6449281.794	6211044.094	5381013.213	3986854.261	6287846.144	5867477.606	7039589.3	4770490.748	4623367.337	4834702.731	4235193.816
Q9UJ83	2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens OX=9606 GN=HACL1 PE=1 SV=2	1119740.135	652500.1278	688683.1902	855192.6647	746757.5798	715089.6549	759496.5021	810245.7388	590243.2524	589080.8075	716004.5457	597422.0513
P15121	Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3	7168395.718	8892604.678	6902522.676	7932480.565	8441281.146	9339972.51	4973100.07	9644404.448	6164906.027	5859850.737	5822347.166	5426482.754
Q9NQT8	Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2	756738.8939	1521814.328	2168250.406	2267760.164	1700346.278	1977231.264	1164548.525	1504414.936	1239180.258	1011443.954	1192153.019	1268478.209
Q99856	AT-rich interactive domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ARID3A PE=1 SV=2	1632690.254	2666901.575	3130250.87	1538897.187	2703550.92	2256294.377	2600350.035	2632695.421	1812848.853	1403431.492	2512813.279	1911414.383
Q9UIV1	CCR4-NOT transcription complex subunit 7 OS=Homo sapiens OX=9606 GN=CNOT7 PE=1 SV=3	4335229.594	32319839.52	31941062.2	22838996.49	19357051.67	27371335.7	24877185	26519903.08	22428105.68	26661190.32	18860837.62	21564976.19
P61160	Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	113028284.3	121858254.8	120200999.4	104047462.2	110334620.4	111557789.2	101817228.9	144479256.3	102811602	95665291.75	97921239.5	98996818.46
Q12907	Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1	626789007.1	528540761.6	617799984	515013693.6	529005289.7	554672821.4	480052238.6	472764416.6	403147819.4	389112621	394115888.6	410378829.4
Q01813	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2"	141454921.2	158188904.9	156264878.8	144929875.7	132778450.9	152182150.6	134594744.1	162428042.8	114221102.4	129411491.4	109734648.3	115858652.8
Q9UDW1	Cytochrome b-c1 complex subunit 9 OS=Homo sapiens OX=9606 GN=UQCR10 PE=1 SV=3	55957849.96	58501500.77	62093589.73	62806352.18	56670397.07	46628482.95	71859621.32	53183724.51	47914243.61	48352313.97	41401101.91	41530338.73
P53985	Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3	19220687.41	14230743.51	13252303.45	19337523.12	20201755.99	16725399.69	8848848.657	8489076.898	7995183.604	11937936.67	11621825.58	8669688.307
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	25458561.44	20260583.36	17867142.88	21903404.59	18735975.37	22903225.38	13890371.08	20389125.28	12319879.2	12667957.3	11411527.72	12759235.99
Q9BQ48	"39S ribosomal protein L34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL34 PE=1 SV=1"	3396802.75	2112195.856	2694207.813	2428568.325	2420810.382	2101214.302	663079.2963	1365375.143	1889258.249	762104.3076	1359814.368	1193231.987
Q70CQ2	Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=2	1543843.401	1663983.51	1397861.213	1005272.664	1192670.181	1333536.062	1780037.525	1485896.3	1614035.073	1674635.743	1392606.313	1223501.825
A0A1W2PPP3	Rotatin (Fragment) OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1	255068.8753	451809.1805	316220.0865	412176.6301	320694.0727	193340.2829	389813.2355	327170.6766	284240.7908	330604.7775	246880.2782	230354.7364
P16152	Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3	20311393.52	18574480.29	19198475.6	17623354.69	18661263.76	21297806.26	19672388.42	25824892.44	17624861.07	20804036.67	17861674.42	19132872.72
Q96L92	Sorting nexin-27 OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=2	14226062.87	14334866.8	14644822.6	15426238.92	14777701.47	13973480.97	13035190.17	16652772.59	11903282.13	12945381.28	12175370.44	13080264.8
P63104	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	34218936.44	30230443.2	31615879.22	32935929.2	28389061.73	33238713.68	30086005.91	34999444.76	29083801.85	27541687.95	25433381.6	25035182.65
A0A0G2JPP5	Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1	15199187.6	18071198.65	18241655.43	17002224.17	19542110.19	15554053.13	7661095.123	11564724.11	10452417.18	10981323.25	8732412.675	7581801.937
Q96S59	Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1	3969734.626	5021964.687	3541130.801	3209280.135	4224231.725	4258793.4	4076928.707	5038213.855	4475532.724	3808930.21	3788490.637	3523060.994
Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	17483537.62	15132792.08	12426902.36	12685395.43	11394939.7	13409224.95	13861600.17	15698487.92	13873398.36	13062197.77	12986505.43	11674561.06
P13010	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	126256126.2	143027621.2	156949178	122185255.1	120552987.7	127276021.1	130933016.4	163417367.4	146352513.2	133422028.9	133048701.9	132718452.2
Q5SGD2	Protein phosphatase 1L OS=Homo sapiens OX=9606 GN=PPM1L PE=1 SV=1	1007377.637	1259385.429	638228.3906	583537.7372	808436.8605	909792.6124	969582.9906	739014.3848	794311.5955	632877.9834	664430.8258	796083.4349
Q96QK1	Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2	87993787.62	106084529.2	112694408.1	99238849.52	91425989.66	96887635.05	93992698.75	118254695.7	94472915.48	91104724.2	92572233.78	91705625.66
O14734	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	5182430.089	10535088.41	12686103.25	9412985.481	9683831.808	9556465.644	9470814.62	10532353.91	7847139.231	9109173.983	7639382.496	5765313.616
Q13636	Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1	17037332.05	16794067.24	10916507.4	16475993.54	17008797.21	16542149.89	18861791.78	15235518.94	11358765.08	15953142.69	12416440.71	11454938.05
Q96EL2	"28S ribosomal protein S24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS24 PE=1 SV=1"	9059875.474	8166241.226	8604210.93	9009472.082	8291664.939	6878221.413	8139374.993	8057782.551	6790807.432	7134462.811	6320759.628	6898712.847
Q8N4Q0	Prostaglandin reductase 3 OS=Homo sapiens OX=9606 GN=ZADH2 PE=1 SV=1	6637010.995	4782317.949	5717946.573	5188400.659	5224233.135	5425161.851	4935828.097	5747921.226	3247643.492	3938400.028	4111837.813	3715494.274
P11279	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3	33495688.14	25117391.5	21510866.88	39992825.27	26181645.67	30077386.87	53175806.44	24974977.07	17498031.93	41207271.68	19829697.96	18740891.46
H0Y3Z8	Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1	1961203.753	1636318.12	642463.5469	963708.8971	1767799.998	1965810.202	1504580.884	1233915.139	962814.9845	1120867.532	1087526.128	1078934.532
Q69YU5	Uncharacterized protein C12orf73 OS=Homo sapiens OX=9606 GN=C12orf73 PE=3 SV=2	167387.4078	117887.5044	112435.8223	172328.179	87056.37242	79257.19687	41838.86361	61995.44256	61348.56567	36686.58411	50646.8888	61194.00654
Q8IX19	Mast cell-expressed membrane protein 1 OS=Homo sapiens OX=9606 GN=MCEMP1 PE=1 SV=1	4340358.531	4758377.76	7195013.625	4459853.232	4483938.474	5145079.569	12387863.54	10900058.56	11663140.91	9958462.483	9601268.264	12085323.16
B8ZZW5	Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1	669820.5	1262585.736	933474.2188	573497.6742	708850.4147	1258151.374	760489.9846	1065989.624	1141063.252	517911.3472	1541307.96	1206002.498
Q9BYN8	"28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1"	11013507.72	9439695.778	8530921.181	10390006.96	8412002.035	8707995.573	11757742.55	9348835.657	7571977.672	10370519.67	6438781.118	7376507.604
Q6NVY1	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2"	46138028.47	40134978.17	43062150.7	45809435.93	39941011.74	33012129.6	39731732.71	41362484.43	30184762.27	39199140.56	32280383.85	26157151.43
Q9Y3F4	Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1	7747018.837	9558507.21	10431175.8	11376304.46	8549162.002	12010416.95	8232457.491	10907109.71	8745383.808	7104119.795	7653700.06	8764302.721
Q7Z7F7	"39S ribosomal protein L55, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL55 PE=1 SV=1"	7234618.026	5833490.919	4884917.656	6404017.48	7431139.208	5041191.27	4100883.922	6015014.35	5769806.657	4414212.767	5261146.402	4647642.958
P17152	"Transmembrane protein 11, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM11 PE=1 SV=1"	11214828.49	13827732.53	14830343.66	14082634.65	14580814.73	13025582.71	11606683.31	12257012.03	9034466.763	9146794.387	9666252.878	9543314.325
P55899	IgG receptor FcRn large subunit p51 OS=Homo sapiens OX=9606 GN=FCGRT PE=1 SV=1	15821676.22	14860982.94	13748108.12	14721347.59	12322374.56	15198476.81	10058873.24	6561427.815	9945388.015	8112946.755	7797042.192	7465770.449
P09622	"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2"	193420424.7	158271993.3	163023226.2	187694121.7	180553543.6	164170515.5	194894147.9	192052275.7	177443673	169955179.6	159938608.7	166418255.1
Q9UHN1	"DNA polymerase subunit gamma-2, mitochondrial OS=Homo sapiens OX=9606 GN=POLG2 PE=1 SV=1"	2068802.682	2724527.484	2986892.827	5781803.676	3563978.415	3690106.88	3088948.503	4286942.433	6239968.295	4510857.043	5972946.273	4954908.903
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	140481708.5	161134788.1	183765107.4	160802089.3	225126708.8	289247474	270563976.4	310178442.4	229493014.4	215535999.5	197548360.7	207396147.8
F6Y2X3	Tafazzin family protein OS=Homo sapiens OX=9606 GN=TAZ PE=1 SV=1	551350.6662	386740.3589	501743.6563	561442.4206	387565.2934	421773.7081	604255.7156	326294.0441	461581.6863	313361.6204	309891.2283	452760.0513
Q99698	Lysosomal-trafficking regulator OS=Homo sapiens OX=9606 GN=LYST PE=1 SV=3	6620087.979	7961494.554	8283212.055	7006902.883	8312990.594	9291468.859	7931595.767	10057235.64	6789274.831	7581156.607	6521994.544	6933875.008
Q658Y4	Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3	2393158.005	2979343.13	3224464.469	2058463.907	1711327.59	2902514.313	2525856.729	2696106.458	2351301.83	1618864.183	2422221.96	2565654.137
K7EKE6	"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1"	653312591.4	651677327.8	619679166.8	472617707.4	463527456.1	452920393.9	458471975	474494845.7	370653629.2	384520499	360838310.5	357066554.9
Q9NRG7	Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3	12689100.38	10242683.5	12397894.03	11800833.37	13235026.17	9555678.985	9154674.689	10381171.47	10128166.17	8005540.81	10158538.46	8560644.777
A0A3B3ISS6	Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=1	5278126.347	3197302.841	2726951.033	4530630.437	3429763.813	4674766.735	4112305.678	3205802.337	3282100.285	3378162.031	2983478.052	668804.2778
Q969Z3	Mitochondrial amidoxime reducing component 2 OS=Homo sapiens OX=9606 GN=MARC2 PE=1 SV=1	1594679.995	1799366.833	1649069.141	1350936.169	1944031.934	2275631.316	1382161.738	1962181.258	1156576.882	1225715.512	1296183.72	1713992.119
Q9BR76	Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1	14446588.68	14542943.41	15152128.47	14410059.35	11598942.16	13985863.99	11002958.78	16949413.26	11928519.81	13396642.24	9773964.592	11437721.93
P21796	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2	879353088.7	1019456708	854871502.9	1037293113	1049536185	1215418867	787733828.4	930232231.5	809497363.4	626445172.7	740151214.1	770537793.1
O43819	"Protein SCO2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO2 PE=1 SV=3"	18315994.01	11216553.75	11987228.98	20195401.6	12765954.97	10851399.36	13660031.93	9762900.747	9805980.128	10834138.2	11519292.46	9152667.277
Q96AH8	Ras-related protein Rab-7b OS=Homo sapiens OX=9606 GN=RAB7B PE=2 SV=1	1811484.092	1707671.186	1809359.281	2025139.966	1896698.064	1021922.026	1812615.226	1257944.62	962330.4531	1355675.603	664877.3984	713847.9291
C9J3F6	TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1	1186260.257	1625165.792	1457734.26	12400648.35	941248.3017	821683.7094	1153425.994	1215191.966	837035.7222	603252.8541	1111091.769	701101.9079
Q96S52	GPI transamidase component PIG-S OS=Homo sapiens OX=9606 GN=PIGS PE=1 SV=3	41886061.77	41471530.48	44165374.44	42688592.48	42111589.2	42182720.52	37537234.84	34525483.28	32606098.13	27786911.34	31512408.37	32155442.75
Q13405	"39S ribosomal protein L49, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1"	13489529.1	11905469.67	11990991.29	13318878.86	13983770.16	14809876.26	18526574.05	11361142.74	11986950.51	10950106.03	9665017.89	10553953.38
O76031	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2"	58499495.33	43371464.17	44200312.65	61488912.37	52235330.82	43778831.96	46527958.61	44131842.35	36355656.49	34623867.09	34183263.97	35929073.76
Q02127	"Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3"	31909471.8	20743140.72	21380739.61	25017540.41	25555030.63	15747605.17	16995556.78	14257063.86	11807640.96	13271615.04	15298104.86	12686009.87
Q8ND04	Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1	1305522.016	113947.1967	1117376.609	1318075.496	2012642.987	1918358.048	206964.9918	188860.074	234964.6557	102932.8511	226258.4916	161286.5275
Q9NZC9	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 OS=Homo sapiens OX=9606 GN=SMARCAL1 PE=1 SV=1	893720.4637	1087381.372	941670.4531	541025.1333	516613.4966	948840.5452	696440.2912	732536.0762	734875.522	782664.7239	699387.4262	633616.9092
H3BRE0	F-box only protein 22 OS=Homo sapiens OX=9606 GN=FBXO22 PE=1 SV=1	685703.6189	909068.722	817097.7813	1065684.081	673412.2209	979944.4633	712036.5054	1109492.713	842447.5937	673513.8085	688682.5703	903944.0062
Q9Y530	ADP-ribose glycohydrolase OARD1 OS=Homo sapiens OX=9606 GN=OARD1 PE=1 SV=2	1112159.39	1196043.101	939426.9585	673134.2087	852539.2608	1069677.731	1004380.822	1097501.374	301425.1613	947025.0882	734697.2725	964933.344
Q9H5K3	Protein O-mannose kinase OS=Homo sapiens OX=9606 GN=POMK PE=1 SV=1	41281787.43	53238916.04	62270296.17	55025887.46	56248141.13	56414505.29	40804788.68	66221781.92	69085593.76	38489462.83	53700138.58	53146157.18
Q9Y697	"Cysteine desulfurase, mitochondrial OS=Homo sapiens OX=9606 GN=NFS1 PE=1 SV=3"	12777738.69	12102849.06	10787494.71	13371874.65	11953613.58	11510609.82	16420898.26	14016106.2	12178045.25	13198317.33	12337877.56	12259284.91
B4DJV5	Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1	340738.7498	613406.85	696698.7438	322526.9081	553514.7237	503770.4778	1324339.151	1630278.727	1151570.477	821468.7792	847960.7669	641850.6996
P03886	NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens OX=9606 GN=MT-ND1 PE=1 SV=1	8452782.6	10744162.46	11064853.38	7987523.507	9299556.384	7643913.708	13062117.02	13627067.83	10631050.65	15082755.99	8581091.511	9121871.157
W5RWE6	PX domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=PXK PE=1 SV=1	2537976.393	3068352.897	3537745.978	2887450.444	2691399.107	3647618.216	5428520.452	2331812.094	3725178.69	3022073.527	3220172.278	3281506.344
Q8TBP6	Solute carrier family 25 member 40 OS=Homo sapiens OX=9606 GN=SLC25A40 PE=1 SV=1	4216812.634	6900760.898	6201151.076	7466728.299	8360226.451	7307645.09	8577269.128	8626007.51	7037993.988	7101884.51	7055618.833	6816046.405
P31939	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3	79304692.64	82346908.77	88384360.58	65060294.53	64879672.38	83461800.65	63187584.22	99448784.67	59131027.74	60213740	57319725.82	59287990.11
P25705	"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"	2711972194	2859406071	3036686548	2857169319	2710234701	2874789867	2456855302	2456072479	2068004873	2060148779	1933421833	1926769442
Q68CQ7	Glycosyltransferase 8 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GLT8D1 PE=1 SV=2	2056471.691	2202204.831	2573168.131	2454970.173	2250404.774	1962909.366	1822400.417	1783836.418	1547506.827	2014324.125	1776581.596	1467555.129
G3V0I5	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1"	125907121.7	113847384.3	117691955.7	130525374.1	119665260.7	118899638.6	89621063.71	98915400.61	82117627.32	78848946.63	77285074.55	81127686.57
Q9BYJ9	YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1	833444.8772	1983697.716	1395603.842	1376763.934	1372802.923	1202640.584	1357409.324	2764843.217	1899134.373	1814863.579	1982110.194	1786907.45
Q8WVC6	Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1	1992576.607	2619827.924	2828206.436	1354906.678	2064829.919	1329568.699	2533619.326	1816213.985	1846932.393	2331062.631	1507837.36	1471547.827
P27695	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2	36897687.43	39385625.1	37212321.92	30381939.97	28353289.4	35729557.7	25957218.77	45886566.81	32860338.98	27520578.78	31010468.15	29610554.41
Q9H3P7	Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4	4895433.96	5674351.155	4128798.391	4673431.988	4591453.383	4962116.586	4374215.498	7184196.936	4269784.181	4561303.63	1615679.187	3893644.726
P41240	Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	44652631.91	47367268.17	44776283.67	34595728.29	38465156.97	42031196.33	33407181.77	49066468.67	33267715.85	35008905.68	29404527.72	30984622.45
Q12979	Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=2 SV=2	1765093.996	3653847.242	2763989.942	3593477.2	3334974.957	4021946.807	2667475.795	3615936.038	2587068.43	2749662.47	2696691.075	2578919.756
Q8IXM3	"39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1"	21154333.51	18737684.83	18379902.88	19961284.86	22766031.13	18268342.48	14730689.29	15886789.03	15328254.51	10036343.9	16704250.17	14559225.36
A0A0D9SFJ1	"Coenzyme Q6 homolog, monooxygenase (Yeast), isoform CRA_a OS=Homo sapiens OX=9606 GN=COQ6 PE=1 SV=1"	8954902.003	9043468.04	8733155.853	10971465.79	11472814.13	10228470.33	6930235.015	8961041.678	8180674.683	6312058.674	7673095.719	7083114.505
Q14746	Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1	2060748.513	2652778.133	1838976.307	2646411.749	3231369.638	2641697.09	2235503.327	2314070.926	3323538.363	1928047.32	1925763.459	1623052.057
O60784	Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2	332620.9375	848176.3492	671504.9219	666834.7653	622298.8202	725721.2333	478552.3611	410000.3461	485731.1067	372820.0621	412303.9009	371215.2142
Q9Y605	MORF4 family-associated protein 1 OS=Homo sapiens OX=9606 GN=MRFAP1 PE=1 SV=1	359886.9308	322323.5106	332582.9063	324362.0448	357786.8431	569595.9476	256566.5412	343259.6696	286513.0622	254792.4778	298622.5263	24014.25431
O14787	Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3	8910360.371	10011467.62	10505797.64	8762945.726	8367192.284	8954471.768	7535144.56	9901161.368	9114083.409	7155587.969	8644166.859	9082359.173
P34897	"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3"	747108516.6	609465266.4	601890658.9	663382461.1	595802871.7	625244277.2	527129462.3	681140768.6	523243089.7	491886580.5	498358657.9	455413310.4
